actual_id,date,department_id,category_id,region_id,account_type,actual_amount
8293,2023-05-16,1,202,4,Expense,281.03
8294,2023-05-06,1,202,4,Expense,3067.28
8295,2023-05-17,1,202,4,Expense,1487.9
8296,2023-05-26,1,205,4,Expense,4487.7
8297,2023-05-13,1,205,4,Expense,1143.7
8298,2023-05-11,1,205,4,Expense,2616.0
8299,2023-05-25,1,205,4,Expense,12751.24
8300,2023-05-06,1,207,4,Expense,2055.13
8301,2023-05-28,1,207,4,Expense,1973.62
8302,2023-05-29,1,207,4,Expense,1676.03
8303,2023-05-06,1,207,4,Expense,2236.89
8304,2023-05-10,1,208,4,Expense,263.02
8305,2023-05-03,1,208,4,Expense,6575.79
8306,2023-05-22,1,208,4,Expense,5930.04
8307,2023-05-24,1,208,4,Expense,14367.83
8308,2023-05-21,2,201,4,Expense,26118.09
8309,2023-05-10,2,201,4,Expense,32016.46
8310,2023-05-30,2,201,4,Expense,3598.89
8311,2023-05-24,2,201,4,Expense,5570.98
8312,2023-05-18,2,201,4,Expense,50230.93
8313,2023-05-01,2,201,4,Expense,10159.94
8314,2023-05-12,2,202,4,Expense,610.36
8315,2023-05-12,2,202,4,Expense,658.82
8316,2023-05-31,2,202,4,Expense,66.24
8317,2023-05-10,2,202,4,Expense,2610.38
8318,2023-05-12,2,202,4,Expense,8523.22
8319,2023-05-11,2,202,4,Expense,4020.66
8320,2023-05-11,2,202,4,Expense,15962.28
8321,2023-05-20,2,204,4,Expense,15363.68
8322,2023-05-10,2,204,4,Expense,1595.07
8323,2023-05-26,2,204,4,Expense,7424.59
8324,2023-05-30,2,204,4,Expense,19408.64
8325,2023-05-19,2,204,4,Expense,3819.2
8326,2023-05-17,2,204,4,Expense,5513.27
8327,2023-05-01,2,204,4,Expense,16248.07
8328,2023-05-31,2,204,4,Expense,931.81
8329,2023-05-04,2,205,4,Expense,395.81
8330,2023-05-29,2,205,4,Expense,4819.82
8331,2023-05-24,2,205,4,Expense,983.13
8332,2023-05-30,2,205,4,Expense,11145.01
8333,2023-05-13,2,205,4,Expense,2966.88
8334,2023-05-15,2,205,4,Expense,2516.82
8335,2023-05-31,2,205,4,Expense,2326.1
8336,2023-05-11,2,207,4,Expense,1282.8
8337,2023-05-30,2,207,4,Expense,1774.01
8338,2023-05-28,2,207,4,Expense,548.72
8339,2023-05-13,2,207,4,Expense,2742.26
8340,2023-05-15,2,207,4,Expense,1885.86
8341,2023-05-13,2,208,4,Expense,2676.87
8342,2023-05-16,2,208,4,Expense,9888.89
8343,2023-05-31,2,208,4,Expense,354.59
8344,2023-05-20,2,208,4,Expense,340.17
8345,2023-05-20,2,208,4,Expense,12057.83
8346,2023-05-17,2,208,4,Expense,4124.59
8347,2023-05-05,2,208,4,Expense,3021.6
8348,2023-05-17,3,201,4,Expense,68174.19
8349,2023-05-26,3,201,4,Expense,27845.93
8350,2023-05-19,3,201,4,Expense,49519.7
8351,2023-05-01,3,202,4,Expense,9312.03
8352,2023-05-30,3,202,4,Expense,1329.64
8353,2023-05-10,3,202,4,Expense,2165.18
8354,2023-05-23,3,202,4,Expense,5648.8
8355,2023-05-08,3,202,4,Expense,5848.43
8356,2023-05-30,3,202,4,Expense,8485.29
8357,2023-05-07,3,202,4,Expense,126.73
8358,2023-05-09,3,202,4,Expense,872.59
8359,2023-05-01,3,202,4,Expense,4397.37
8360,2023-05-29,3,203,4,Expense,42585.02
8361,2023-05-11,3,205,4,Expense,6150.41
8362,2023-05-29,3,205,4,Expense,1532.76
8363,2023-05-31,3,205,4,Expense,953.33
8364,2023-05-26,3,205,4,Expense,1071.73
8365,2023-05-28,3,205,4,Expense,1183.26
8366,2023-05-09,3,205,4,Expense,2086.49
8367,2023-05-13,3,205,4,Expense,1290.16
8368,2023-05-26,3,205,4,Expense,3077.53
8369,2023-05-17,3,205,4,Expense,1635.54
8370,2023-05-15,3,205,4,Expense,3289.57
8371,2023-05-27,3,206,4,Expense,11787.42
8372,2023-05-07,3,207,4,Expense,2859.2
8373,2023-05-06,3,207,4,Expense,1990.0
8374,2023-05-01,3,207,4,Expense,2280.76
8375,2023-05-28,3,207,4,Expense,508.67
8376,2023-05-14,3,207,4,Expense,847.1
8377,2023-05-01,3,207,4,Expense,46.02
8378,2023-05-25,3,207,4,Expense,246.76
8379,2023-05-06,3,207,4,Expense,662.47
8380,2023-05-07,3,208,4,Expense,6056.82
8381,2023-05-15,3,208,4,Expense,5630.92
8382,2023-05-18,3,208,4,Expense,12732.91
8383,2023-05-13,3,208,4,Expense,661.07
8384,2023-05-12,3,208,4,Expense,2070.95
8385,2023-05-25,4,201,4,Expense,3890.85
8386,2023-05-19,4,201,4,Expense,1057.1
8387,2023-05-24,4,201,4,Expense,11849.45
8388,2023-05-19,4,201,4,Expense,2138.34
8389,2023-05-27,4,201,4,Expense,359.38
8390,2023-05-31,4,201,4,Expense,878.27
8391,2023-05-28,4,201,4,Expense,6122.9
8392,2023-05-19,4,202,4,Expense,302.92
8393,2023-05-15,4,202,4,Expense,530.98
8394,2023-05-18,4,202,4,Expense,15.68
8395,2023-05-11,4,202,4,Expense,287.89
8396,2023-05-09,4,202,4,Expense,523.82
8397,2023-05-01,4,202,4,Expense,93.28
8398,2023-05-09,4,202,4,Expense,110.1
8399,2023-05-28,4,202,4,Expense,507.48
8400,2023-05-23,4,202,4,Expense,1070.85
8401,2023-05-12,4,202,4,Expense,1463.45
8402,2023-05-02,4,202,4,Expense,644.63
8403,2023-05-29,4,207,4,Expense,22.88
8404,2023-05-29,4,207,4,Expense,629.33
8405,2023-05-04,4,207,4,Expense,890.95
8406,2023-05-21,4,208,4,Expense,1152.6
8407,2023-05-31,4,208,4,Expense,1054.55
8408,2023-05-12,4,208,4,Expense,610.33
8409,2023-05-10,4,208,4,Expense,682.53
8410,2023-05-08,4,208,4,Expense,1186.26
8411,2023-05-21,5,201,4,Expense,5989.82
8412,2023-05-24,5,201,4,Expense,7211.08
8413,2023-05-07,5,201,4,Expense,458.04
8414,2023-05-29,5,201,4,Expense,4916.98
8415,2023-05-19,5,201,4,Expense,1686.02
8416,2023-05-31,5,201,4,Expense,1549.2
8417,2023-05-04,5,202,4,Expense,118.57
8418,2023-05-31,5,202,4,Expense,254.52
8419,2023-05-10,5,202,4,Expense,71.16
8420,2023-05-06,5,202,4,Expense,1099.64
8421,2023-05-01,5,202,4,Expense,229.28
8422,2023-05-06,5,202,4,Expense,2424.82
8423,2023-05-08,5,202,4,Expense,789.39
8424,2023-05-28,5,202,4,Expense,123.99
8425,2023-05-15,5,202,4,Expense,420.75
8426,2023-05-02,5,207,4,Expense,290.02
8427,2023-05-20,5,207,4,Expense,167.07
8428,2023-05-29,5,207,4,Expense,391.56
8429,2023-05-11,5,207,4,Expense,422.59
8430,2023-05-05,5,207,4,Expense,65.56
8431,2023-05-16,5,208,4,Expense,619.6
8432,2023-05-29,5,208,4,Expense,726.52
8433,2023-05-14,5,208,4,Expense,1008.17
8434,2023-05-18,5,208,4,Expense,1947.84
8435,2023-05-18,6,201,4,Expense,3963.69
8436,2023-05-15,6,201,4,Expense,19226.45
8437,2023-05-10,6,201,4,Expense,4024.37
8438,2023-05-29,6,201,4,Expense,1854.84
8439,2023-05-30,6,202,4,Expense,1390.85
8440,2023-05-03,6,202,4,Expense,1629.96
8441,2023-05-13,6,202,4,Expense,1191.62
8442,2023-05-27,6,202,4,Expense,63.69
8443,2023-05-22,6,202,4,Expense,228.38
8444,2023-05-08,6,202,4,Expense,3600.82
8445,2023-05-21,6,207,4,Expense,178.04
8446,2023-05-25,6,207,4,Expense,323.75
8447,2023-05-30,6,207,4,Expense,328.16
8448,2023-05-30,6,207,4,Expense,868.4
8449,2023-05-14,6,208,4,Expense,202.45
8450,2023-05-07,6,208,4,Expense,4242.41
8451,2023-05-12,6,208,4,Expense,723.91
8452,2023-05-25,6,208,4,Expense,128.06
8453,2023-05-31,6,208,4,Expense,271.95
8454,2023-05-04,6,208,4,Expense,157.24
8455,2023-05-16,6,208,4,Expense,113.91
8456,2023-05-12,7,201,4,Expense,24326.21
8457,2023-05-24,7,201,4,Expense,10145.86
8458,2023-05-11,7,201,4,Expense,7124.84
8459,2023-05-01,7,201,4,Expense,54578.0
8460,2023-05-01,7,202,4,Expense,2506.94
8461,2023-05-19,7,202,4,Expense,310.01
8462,2023-05-18,7,202,4,Expense,4905.95
8463,2023-05-02,7,202,4,Expense,11064.61
8464,2023-05-28,7,202,4,Expense,611.55
8465,2023-05-27,7,202,4,Expense,6897.14
8466,2023-05-26,7,203,4,Expense,3424.97
8467,2023-05-06,7,203,4,Expense,27312.15
8468,2023-05-19,7,206,4,Expense,5411.16
8469,2023-05-10,7,206,4,Expense,2949.91
8470,2023-05-22,7,207,4,Expense,792.37
8471,2023-05-21,7,207,4,Expense,732.78
8472,2023-05-13,7,207,4,Expense,143.14
8473,2023-05-06,7,207,4,Expense,371.61
8474,2023-05-08,7,207,4,Expense,519.76
8475,2023-05-14,7,207,4,Expense,782.25
8476,2023-05-03,7,207,4,Expense,1075.55
8477,2023-05-16,7,207,4,Expense,888.01
8478,2023-05-26,1,101,5,Revenue,1674.18
8479,2023-05-25,1,101,5,Revenue,1551.79
8480,2023-05-21,1,101,5,Revenue,2812.78
8481,2023-05-16,1,101,5,Revenue,9190.78
8482,2023-05-17,1,101,5,Revenue,1553.7
8483,2023-05-24,1,101,5,Revenue,9450.84
8484,2023-05-05,1,101,5,Revenue,7261.89
8485,2023-05-22,1,101,5,Revenue,6939.12
8486,2023-05-23,1,101,5,Revenue,3931.19
8487,2023-05-10,1,101,5,Revenue,8364.21
8488,2023-05-07,1,101,5,Revenue,83.1
8489,2023-05-13,1,101,5,Revenue,2226.73
8490,2023-05-30,1,101,5,Revenue,6940.22
8491,2023-05-28,1,101,5,Revenue,26654.72
8492,2023-05-07,1,101,5,Revenue,15.37
8493,2023-05-15,1,101,5,Revenue,4354.91
8494,2023-05-17,1,101,5,Revenue,15720.51
8495,2023-05-23,1,101,5,Revenue,12160.15
8496,2023-05-27,1,101,5,Revenue,142.91
8497,2023-05-03,1,101,5,Revenue,4603.94
8498,2023-05-05,1,101,5,Revenue,26.23
8499,2023-05-10,1,101,5,Revenue,9515.96
8500,2023-05-05,1,101,5,Revenue,2255.53
8501,2023-05-24,1,101,5,Revenue,8856.96
8502,2023-05-07,1,101,5,Revenue,17685.21
8503,2023-05-07,1,101,5,Revenue,22792.83
8504,2023-05-22,1,101,5,Revenue,13708.75
8505,2023-05-23,1,101,5,Revenue,1394.07
8506,2023-05-14,1,101,5,Revenue,1321.3
8507,2023-05-23,1,101,5,Revenue,6001.03
8508,2023-05-15,1,101,5,Revenue,4795.02
8509,2023-05-05,1,101,5,Revenue,58.49
8510,2023-05-05,1,101,5,Revenue,3035.17
8511,2023-05-04,1,101,5,Revenue,14480.92
8512,2023-05-30,1,101,5,Revenue,13958.72
8513,2023-05-20,1,101,5,Revenue,1392.26
8514,2023-05-21,1,101,5,Revenue,2937.94
8515,2023-05-26,1,101,5,Revenue,5017.46
8516,2023-05-09,1,101,5,Revenue,11696.98
8517,2023-05-30,1,101,5,Revenue,4635.64
8518,2023-05-28,7,101,5,Revenue,409.38
8519,2023-05-28,7,101,5,Revenue,864.53
8520,2023-05-12,7,101,5,Revenue,509.67
8521,2023-05-12,7,101,5,Revenue,611.19
8522,2023-05-26,7,101,5,Revenue,5007.04
8523,2023-05-31,7,101,5,Revenue,2671.1
8524,2023-05-19,7,101,5,Revenue,9637.53
8525,2023-05-29,7,101,5,Revenue,811.69
8526,2023-05-13,7,101,5,Revenue,2049.84
8527,2023-05-21,7,101,5,Revenue,11688.93
8528,2023-05-29,7,101,5,Revenue,5399.61
8529,2023-05-18,7,101,5,Revenue,4021.28
8530,2023-05-19,1,102,5,Revenue,22564.6
8531,2023-05-06,1,102,5,Revenue,1750.61
8532,2023-05-27,1,102,5,Revenue,3950.69
8533,2023-05-15,1,102,5,Revenue,7085.45
8534,2023-05-14,1,102,5,Revenue,70.82
8535,2023-05-08,1,102,5,Revenue,12022.67
8536,2023-05-20,1,102,5,Revenue,2546.59
8537,2023-05-12,1,102,5,Revenue,10597.11
8538,2023-05-04,1,102,5,Revenue,207.03
8539,2023-05-21,1,102,5,Revenue,820.43
8540,2023-05-06,1,102,5,Revenue,2029.27
8541,2023-05-11,1,102,5,Revenue,2208.73
8542,2023-05-23,1,102,5,Revenue,9810.59
8543,2023-05-22,1,102,5,Revenue,58.7
8544,2023-05-07,1,102,5,Revenue,5340.36
8545,2023-05-25,1,102,5,Revenue,733.62
8546,2023-05-04,1,102,5,Revenue,9030.46
8547,2023-05-26,1,102,5,Revenue,7857.05
8548,2023-05-15,1,102,5,Revenue,3611.45
8549,2023-05-01,1,102,5,Revenue,1246.2
8550,2023-05-08,7,102,5,Revenue,8872.21
8551,2023-05-16,7,102,5,Revenue,462.87
8552,2023-05-22,7,102,5,Revenue,873.41
8553,2023-05-07,7,102,5,Revenue,262.91
8554,2023-05-18,7,102,5,Revenue,1734.0
8555,2023-05-09,7,102,5,Revenue,2410.99
8556,2023-05-03,7,102,5,Revenue,1219.49
8557,2023-05-18,7,102,5,Revenue,522.96
8558,2023-05-16,7,102,5,Revenue,1797.79
8559,2023-05-21,7,102,5,Revenue,1435.93
8560,2023-05-01,7,102,5,Revenue,348.02
8561,2023-05-16,1,103,5,Revenue,38.91
8562,2023-05-29,1,103,5,Revenue,2438.56
8563,2023-05-16,1,103,5,Revenue,7560.28
8564,2023-05-31,1,103,5,Revenue,7220.65
8565,2023-05-19,1,103,5,Revenue,2586.11
8566,2023-05-15,1,103,5,Revenue,1412.84
8567,2023-05-03,1,103,5,Revenue,306.52
8568,2023-05-15,1,103,5,Revenue,561.87
8569,2023-05-25,1,103,5,Revenue,3350.68
8570,2023-05-28,1,103,5,Revenue,49.37
8571,2023-05-16,1,103,5,Revenue,6327.31
8572,2023-05-31,1,103,5,Revenue,2609.44
8573,2023-05-20,1,103,5,Revenue,135.97
8574,2023-05-05,1,103,5,Revenue,806.85
8575,2023-05-19,1,103,5,Revenue,2654.54
8576,2023-05-10,1,103,5,Revenue,106.7
8577,2023-05-13,1,103,5,Revenue,4456.35
8578,2023-05-15,1,103,5,Revenue,7431.09
8579,2023-05-12,1,103,5,Revenue,9565.28
8580,2023-05-17,1,103,5,Revenue,3893.91
8581,2023-05-15,1,103,5,Revenue,5720.85
8582,2023-05-28,1,103,5,Revenue,2776.77
8583,2023-05-04,1,103,5,Revenue,1805.69
8584,2023-05-15,1,103,5,Revenue,3675.41
8585,2023-05-17,1,103,5,Revenue,747.11
8586,2023-05-27,1,103,5,Revenue,342.28
8587,2023-05-11,1,103,5,Revenue,4223.21
8588,2023-05-23,1,103,5,Revenue,9343.6
8589,2023-05-23,1,103,5,Revenue,2535.69
8590,2023-05-15,1,103,5,Revenue,1939.12
8591,2023-05-20,1,103,5,Revenue,2249.96
8592,2023-05-31,1,103,5,Revenue,1916.02
8593,2023-05-21,1,103,5,Revenue,1718.16
8594,2023-05-26,1,103,5,Revenue,8647.79
8595,2023-05-07,1,103,5,Revenue,1923.36
8596,2023-05-13,1,103,5,Revenue,248.95
8597,2023-05-22,1,103,5,Revenue,4268.86
8598,2023-05-13,1,103,5,Revenue,1462.4
8599,2023-05-20,1,103,5,Revenue,3650.47
8600,2023-05-20,1,103,5,Revenue,2550.29
8601,2023-05-02,1,103,5,Revenue,3675.88
8602,2023-05-10,1,103,5,Revenue,188.37
8603,2023-05-18,1,103,5,Revenue,101.43
8604,2023-05-28,1,103,5,Revenue,1400.08
8605,2023-05-20,1,103,5,Revenue,3477.35
8606,2023-05-27,7,103,5,Revenue,3443.06
8607,2023-05-07,7,103,5,Revenue,1203.53
8608,2023-05-04,7,103,5,Revenue,4235.47
8609,2023-05-27,7,103,5,Revenue,3675.62
8610,2023-05-10,7,103,5,Revenue,2389.14
8611,2023-05-10,7,103,5,Revenue,717.35
8612,2023-05-25,7,103,5,Revenue,267.29
8613,2023-05-11,7,103,5,Revenue,708.57
8614,2023-05-25,7,103,5,Revenue,1734.47
8615,2023-05-30,7,103,5,Revenue,9453.95
8616,2023-05-03,7,103,5,Revenue,160.11
8617,2023-05-29,7,103,5,Revenue,543.15
8618,2023-05-15,1,201,5,Expense,29691.77
8619,2023-05-20,1,201,5,Expense,44659.23
8620,2023-05-01,1,201,5,Expense,10553.59
8621,2023-05-05,1,202,5,Expense,11821.48
8622,2023-05-08,1,202,5,Expense,1337.08
8623,2023-05-27,1,202,5,Expense,1889.37
8624,2023-05-01,1,202,5,Expense,3240.93
8625,2023-05-05,1,202,5,Expense,3200.7
8626,2023-05-02,1,205,5,Expense,4676.22
8627,2023-05-31,1,205,5,Expense,941.14
8628,2023-05-09,1,205,5,Expense,875.43
8629,2023-05-14,1,205,5,Expense,642.48
8630,2023-05-01,1,205,5,Expense,3387.05
8631,2023-05-17,1,205,5,Expense,1467.88
8632,2023-05-11,1,205,5,Expense,164.06
8633,2023-05-29,1,205,5,Expense,3357.76
8634,2023-05-22,1,207,5,Expense,161.75
8635,2023-05-16,1,207,5,Expense,819.52
8636,2023-05-27,1,207,5,Expense,928.3
8637,2023-05-28,1,207,5,Expense,210.38
8638,2023-05-08,1,207,5,Expense,637.87
8639,2023-05-08,1,207,5,Expense,1187.87
8640,2023-05-14,1,207,5,Expense,382.42
8641,2023-05-31,1,207,5,Expense,461.17
8642,2023-05-01,1,207,5,Expense,148.97
8643,2023-05-23,1,208,5,Expense,6381.21
8644,2023-05-14,1,208,5,Expense,11465.88
8645,2023-05-26,1,208,5,Expense,2086.2
8646,2023-05-24,1,208,5,Expense,78.41
8647,2023-05-19,2,201,5,Expense,32735.79
8648,2023-05-31,2,201,5,Expense,14576.42
8649,2023-05-18,2,201,5,Expense,38996.95
8650,2023-05-28,2,202,5,Expense,3587.64
8651,2023-05-18,2,202,5,Expense,2340.54
8652,2023-05-03,2,202,5,Expense,814.74
8653,2023-05-05,2,202,5,Expense,338.52
8654,2023-05-23,2,202,5,Expense,1186.26
8655,2023-05-13,2,202,5,Expense,261.61
8656,2023-05-16,2,202,5,Expense,4243.14
8657,2023-05-22,2,202,5,Expense,6991.29
8658,2023-05-12,2,202,5,Expense,1827.32
8659,2023-05-07,2,202,5,Expense,2155.03
8660,2023-05-05,2,204,5,Expense,5454.6
8661,2023-05-09,2,204,5,Expense,874.14
8662,2023-05-01,2,204,5,Expense,264.76
8663,2023-05-23,2,204,5,Expense,773.33
8664,2023-05-11,2,204,5,Expense,290.6
8665,2023-05-30,2,204,5,Expense,1029.91
8666,2023-05-07,2,204,5,Expense,2044.36
8667,2023-05-22,2,204,5,Expense,9624.74
8668,2023-05-20,2,204,5,Expense,1348.87
8669,2023-05-29,2,204,5,Expense,657.57
8670,2023-05-27,2,204,5,Expense,482.85
8671,2023-05-25,2,204,5,Expense,502.74
8672,2023-05-14,2,204,5,Expense,566.07
8673,2023-05-03,2,204,5,Expense,3801.27
8674,2023-05-27,2,204,5,Expense,166.62
8675,2023-05-31,2,204,5,Expense,15752.42
8676,2023-05-11,2,204,5,Expense,1956.94
8677,2023-05-17,2,204,5,Expense,2079.39
8678,2023-05-31,2,204,5,Expense,1170.83
8679,2023-05-31,2,205,5,Expense,3956.83
8680,2023-05-05,2,205,5,Expense,7189.81
8681,2023-05-21,2,205,5,Expense,75.01
8682,2023-05-07,2,205,5,Expense,2462.87
8683,2023-05-24,2,207,5,Expense,199.27
8684,2023-05-22,2,207,5,Expense,773.36
8685,2023-05-06,2,207,5,Expense,1269.25
8686,2023-05-14,2,207,5,Expense,936.77
8687,2023-05-22,2,207,5,Expense,856.24
8688,2023-05-19,2,207,5,Expense,1257.34
8689,2023-05-30,2,207,5,Expense,54.62
8690,2023-05-26,2,207,5,Expense,1228.4
8691,2023-05-26,2,208,5,Expense,6107.65
8692,2023-05-11,2,208,5,Expense,3564.23
8693,2023-05-31,2,208,5,Expense,435.91
8694,2023-05-11,2,208,5,Expense,5217.26
8695,2023-05-25,2,208,5,Expense,2608.49
8696,2023-05-26,2,208,5,Expense,2544.49
8697,2023-05-06,3,201,5,Expense,8949.72
8698,2023-05-12,3,201,5,Expense,15169.39
8699,2023-05-15,3,201,5,Expense,9094.73
8700,2023-05-23,3,201,5,Expense,14230.03
8701,2023-05-19,3,201,5,Expense,26078.47
8702,2023-05-10,3,201,5,Expense,3004.7
8703,2023-05-02,3,201,5,Expense,17945.04
8704,2023-05-28,3,202,5,Expense,5103.23
8705,2023-05-26,3,202,5,Expense,2776.28
8706,2023-05-22,3,202,5,Expense,4009.08
8707,2023-05-18,3,202,5,Expense,514.54
8708,2023-05-02,3,202,5,Expense,2341.18
8709,2023-05-19,3,202,5,Expense,3082.4
8710,2023-05-24,3,202,5,Expense,2956.66
8711,2023-05-24,3,202,5,Expense,340.47
8712,2023-05-10,3,202,5,Expense,1152.14
8713,2023-05-15,3,202,5,Expense,1072.78
8714,2023-05-14,3,203,5,Expense,12347.69
8715,2023-05-24,3,203,5,Expense,915.36
8716,2023-05-25,3,203,5,Expense,18488.01
8717,2023-05-25,3,205,5,Expense,9865.75
8718,2023-05-24,3,205,5,Expense,1417.57
8719,2023-05-30,3,205,5,Expense,2477.92
8720,2023-05-20,3,205,5,Expense,499.06
8721,2023-05-29,3,206,5,Expense,98.36
8722,2023-05-25,3,206,5,Expense,8371.9
8723,2023-05-15,3,206,5,Expense,695.08
8724,2023-05-21,3,207,5,Expense,640.02
8725,2023-05-31,3,207,5,Expense,268.79
8726,2023-05-08,3,207,5,Expense,494.6
8727,2023-05-02,3,207,5,Expense,411.64
8728,2023-05-08,3,207,5,Expense,422.62
8729,2023-05-23,3,207,5,Expense,1005.33
8730,2023-05-28,3,207,5,Expense,692.28
8731,2023-05-27,3,207,5,Expense,1839.93
8732,2023-05-07,3,208,5,Expense,5181.73
8733,2023-05-27,3,208,5,Expense,1554.51
8734,2023-05-23,3,208,5,Expense,7987.22
8735,2023-05-20,3,208,5,Expense,6312.25
8736,2023-05-26,4,201,5,Expense,2813.6
8737,2023-05-22,4,201,5,Expense,19262.57
8738,2023-05-10,4,201,5,Expense,3450.73
8739,2023-05-26,4,202,5,Expense,609.88
8740,2023-05-09,4,202,5,Expense,321.39
8741,2023-05-20,4,202,5,Expense,425.37
8742,2023-05-29,4,202,5,Expense,569.75
8743,2023-05-17,4,202,5,Expense,424.17
8744,2023-05-27,4,202,5,Expense,1484.25
8745,2023-05-30,4,202,5,Expense,778.88
8746,2023-05-09,4,202,5,Expense,22.46
8747,2023-05-25,4,202,5,Expense,295.84
8748,2023-05-08,4,202,5,Expense,1423.35
8749,2023-05-25,4,207,5,Expense,1175.16
8750,2023-05-04,4,207,5,Expense,229.5
8751,2023-05-20,4,207,5,Expense,301.83
8752,2023-05-28,4,208,5,Expense,1171.91
8753,2023-05-05,4,208,5,Expense,3744.18
8754,2023-05-28,5,201,5,Expense,1012.5
8755,2023-05-07,5,201,5,Expense,5139.53
8756,2023-05-24,5,201,5,Expense,6015.79
8757,2023-05-09,5,201,5,Expense,5414.06
8758,2023-05-10,5,201,5,Expense,822.12
8759,2023-05-05,5,201,5,Expense,4014.46
8760,2023-05-29,5,202,5,Expense,685.32
8761,2023-05-09,5,202,5,Expense,108.74
8762,2023-05-13,5,202,5,Expense,1442.23
8763,2023-05-13,5,202,5,Expense,3325.56
8764,2023-05-10,5,207,5,Expense,396.77
8765,2023-05-28,5,207,5,Expense,1025.28
8766,2023-05-21,5,208,5,Expense,743.72
8767,2023-05-17,5,208,5,Expense,878.16
8768,2023-05-30,5,208,5,Expense,763.69
8769,2023-05-09,5,208,5,Expense,1253.22
8770,2023-05-24,5,208,5,Expense,1019.62
8771,2023-05-03,6,201,5,Expense,737.61
8772,2023-05-01,6,201,5,Expense,9823.59
8773,2023-05-14,6,201,5,Expense,8946.87
8774,2023-05-13,6,201,5,Expense,12240.17
8775,2023-05-11,6,202,5,Expense,2376.52
8776,2023-05-13,6,202,5,Expense,128.9
8777,2023-05-08,6,202,5,Expense,1128.2
8778,2023-05-21,6,202,5,Expense,159.39
8779,2023-05-05,6,202,5,Expense,859.87
8780,2023-05-06,6,202,5,Expense,1391.62
8781,2023-05-31,6,202,5,Expense,200.26
8782,2023-05-15,6,202,5,Expense,1347.57
8783,2023-05-21,6,207,5,Expense,1007.32
8784,2023-05-16,6,207,5,Expense,554.44
8785,2023-05-05,6,207,5,Expense,283.0
8786,2023-05-27,6,207,5,Expense,164.06
8787,2023-05-27,6,208,5,Expense,1457.76
8788,2023-05-18,6,208,5,Expense,434.82
8789,2023-05-27,6,208,5,Expense,1064.08
8790,2023-05-09,6,208,5,Expense,879.85
8791,2023-05-13,6,208,5,Expense,189.59
8792,2023-05-30,6,208,5,Expense,327.28
8793,2023-05-26,6,208,5,Expense,568.84
8794,2023-05-06,6,208,5,Expense,802.72
8795,2023-05-30,7,201,5,Expense,7075.55
8796,2023-05-02,7,201,5,Expense,356.5
8797,2023-05-15,7,201,5,Expense,9774.3
8798,2023-05-19,7,201,5,Expense,3806.52
8799,2023-05-25,7,201,5,Expense,24877.3
8800,2023-05-31,7,201,5,Expense,6313.85
8801,2023-05-16,7,201,5,Expense,11088.54
8802,2023-05-15,7,202,5,Expense,1193.2
8803,2023-05-31,7,202,5,Expense,1696.1
8804,2023-05-02,7,202,5,Expense,1148.09
8805,2023-05-06,7,202,5,Expense,1360.29
8806,2023-05-09,7,202,5,Expense,425.85
8807,2023-05-15,7,202,5,Expense,2408.82
8808,2023-05-20,7,202,5,Expense,1162.31
8809,2023-05-16,7,202,5,Expense,2577.54
8810,2023-05-26,7,202,5,Expense,6807.79
8811,2023-05-17,7,203,5,Expense,13185.07
8812,2023-05-22,7,203,5,Expense,1250.37
8813,2023-05-14,7,203,5,Expense,6668.57
8814,2023-05-27,7,206,5,Expense,6617.6
8815,2023-05-11,7,207,5,Expense,937.85
8816,2023-05-05,7,207,5,Expense,151.13
8817,2023-05-19,7,207,5,Expense,395.01
8818,2023-05-21,7,207,5,Expense,482.0
8819,2023-05-18,7,207,5,Expense,239.45
8820,2023-05-11,7,207,5,Expense,579.9
8821,2023-05-27,7,207,5,Expense,153.17
8822,2023-05-11,7,207,5,Expense,18.74
8823,2023-05-06,7,207,5,Expense,1702.42
8824,2023-06-17,1,101,1,Revenue,1819.86
8825,2023-06-18,1,101,1,Revenue,20280.53
8826,2023-06-04,1,101,1,Revenue,13000.81
8827,2023-06-24,1,101,1,Revenue,4041.06
8828,2023-06-21,1,101,1,Revenue,4581.9
8829,2023-06-23,1,101,1,Revenue,15995.34
8830,2023-06-02,1,101,1,Revenue,6233.59
8831,2023-06-08,1,101,1,Revenue,14814.01
8832,2023-06-05,1,101,1,Revenue,4715.55
8833,2023-06-04,1,101,1,Revenue,1555.22
8834,2023-06-25,1,101,1,Revenue,9016.26
8835,2023-06-22,1,101,1,Revenue,5206.09
8836,2023-06-14,1,101,1,Revenue,7689.87
8837,2023-06-04,1,101,1,Revenue,1191.59
8838,2023-06-08,1,101,1,Revenue,7265.29
8839,2023-06-03,1,101,1,Revenue,3355.31
8840,2023-06-14,1,101,1,Revenue,2810.45
8841,2023-06-29,1,101,1,Revenue,7753.94
8842,2023-06-26,1,101,1,Revenue,6248.84
8843,2023-06-18,1,101,1,Revenue,7295.11
8844,2023-06-23,1,101,1,Revenue,23418.81
8845,2023-06-30,1,101,1,Revenue,8414.47
8846,2023-06-12,1,101,1,Revenue,7134.04
8847,2023-06-15,1,101,1,Revenue,6622.81
8848,2023-06-20,1,101,1,Revenue,3543.4
8849,2023-06-20,1,101,1,Revenue,12730.3
8850,2023-06-26,1,101,1,Revenue,3340.46
8851,2023-06-09,1,101,1,Revenue,8392.3
