budget_id,month_start_date,department_id,category_id,region_id,account_type,budget_amount
1842,01-09-2023,7,202,5,Expense,13833.9
1843,01-09-2023,7,203,5,Expense,19952.24
1844,01-09-2023,7,206,5,Expense,6142.73
1845,01-09-2023,7,207,5,Expense,4106.09
1846,01-10-2023,1,101,1,Revenue,338666.68
1847,01-10-2023,7,101,1,Revenue,79795.91
1848,01-10-2023,1,102,1,Revenue,157089.1
1849,01-10-2023,7,102,1,Revenue,36513.54
1850,01-10-2023,1,103,1,Revenue,245020.41
1851,01-10-2023,7,103,1,Revenue,52190.59
1852,01-10-2023,1,201,1,Expense,140409.73
1853,01-10-2023,1,202,1,Expense,28910.45
1854,01-10-2023,1,205,1,Expense,20030.32
1855,01-10-2023,1,207,1,Expense,8611.39
1856,01-10-2023,1,208,1,Expense,24173.67
1857,01-10-2023,2,201,1,Expense,144419.57
1858,01-10-2023,2,202,1,Expense,31363.14
1859,01-10-2023,2,204,1,Expense,88490.2
1860,01-10-2023,2,205,1,Expense,20369.92
1861,01-10-2023,2,207,1,Expense,8593.58
1862,01-10-2023,2,208,1,Expense,26760.65
1863,01-10-2023,3,201,1,Expense,147022.89
1864,01-10-2023,3,202,1,Expense,30691.94
1865,01-10-2023,3,203,1,Expense,47347.81
1866,01-10-2023,3,205,1,Expense,19603.51
1867,01-10-2023,3,206,1,Expense,14057.57
1868,01-10-2023,3,207,1,Expense,9405.61
1869,01-10-2023,3,208,1,Expense,25821.76
1870,01-10-2023,4,201,1,Expense,24527.71
1871,01-10-2023,4,202,1,Expense,5519.58
1872,01-10-2023,4,207,1,Expense,1561.46
1873,01-10-2023,4,208,1,Expense,4666.78
1874,01-10-2023,5,201,1,Expense,22286.52
1875,01-10-2023,5,202,1,Expense,5267.32
1876,01-10-2023,5,207,1,Expense,1441.2
1877,01-10-2023,5,208,1,Expense,4002.92
1878,01-10-2023,6,201,1,Expense,31323.15
1879,01-10-2023,6,202,1,Expense,6822.43
1880,01-10-2023,6,207,1,Expense,1930.69
1881,01-10-2023,6,208,1,Expense,6215.99
1882,01-10-2023,7,201,1,Expense,103162
1883,01-10-2023,7,202,1,Expense,21332.05
1884,01-10-2023,7,203,1,Expense,29874.82
1885,01-10-2023,7,206,1,Expense,9170.3
1886,01-10-2023,7,207,1,Expense,6188.58
1887,01-10-2023,1,101,2,Revenue,298333.67
1888,01-10-2023,7,101,2,Revenue,68122.96
1889,01-10-2023,1,102,2,Revenue,139113.95
1890,01-10-2023,7,102,2,Revenue,31032.94
1891,01-10-2023,1,103,2,Revenue,215149.12
1892,01-10-2023,7,103,2,Revenue,46578.57
1893,01-10-2023,1,201,2,Expense,112710.14
1894,01-10-2023,1,202,2,Expense,26448.53
1895,01-10-2023,1,205,2,Expense,16845.25
1896,01-10-2023,1,207,2,Expense,7137.77
1897,01-10-2023,1,208,2,Expense,21510
1898,01-10-2023,2,201,2,Expense,127354.32
1899,01-10-2023,2,202,2,Expense,28341.95
1900,01-10-2023,2,204,2,Expense,75640.3
1901,01-10-2023,2,205,2,Expense,18131.77
1902,01-10-2023,2,207,2,Expense,7459.05
1903,01-10-2023,2,208,2,Expense,23744.26
1904,01-10-2023,3,201,2,Expense,126531.09
1905,01-10-2023,3,202,2,Expense,28751.07
1906,01-10-2023,3,203,2,Expense,40080.15
1907,01-10-2023,3,205,2,Expense,17220.41
1908,01-10-2023,3,206,2,Expense,11280.1
1909,01-10-2023,3,207,2,Expense,7498.91
1910,01-10-2023,3,208,2,Expense,23760.08
1911,01-10-2023,4,201,2,Expense,26665.68
1912,01-10-2023,4,202,2,Expense,6290.43
1913,01-10-2023,4,207,2,Expense,1615.2
1914,01-10-2023,4,208,2,Expense,4819.66
1915,01-10-2023,5,201,2,Expense,20055.49
1916,01-10-2023,5,202,2,Expense,4896.36
1917,01-10-2023,5,207,2,Expense,1321.99
1918,01-10-2023,5,208,2,Expense,3993.31
1919,01-10-2023,6,201,2,Expense,31375.05
1920,01-10-2023,6,202,2,Expense,7176.87
1921,01-10-2023,6,207,2,Expense,1837.05
1922,01-10-2023,6,208,2,Expense,6164.05
1923,01-10-2023,7,201,2,Expense,81149.29
1924,01-10-2023,7,202,2,Expense,19822.9
1925,01-10-2023,7,203,2,Expense,28996.34
1926,01-10-2023,7,206,2,Expense,7737.1
1927,01-10-2023,7,207,2,Expense,4813.01
1928,01-10-2023,1,101,3,Revenue,259831.32
1929,01-10-2023,7,101,3,Revenue,59561.96
1930,01-10-2023,1,102,3,Revenue,128066.45
1931,01-10-2023,7,102,3,Revenue,25629.61
1932,01-10-2023,1,103,3,Revenue,184143.63
1933,01-10-2023,7,103,3,Revenue,39359.59
1934,01-10-2023,1,201,3,Expense,97908.31
1935,01-10-2023,1,202,3,Expense,25178.47
1936,01-10-2023,1,205,3,Expense,13618.88
1937,01-10-2023,1,207,3,Expense,6273.03
1938,01-10-2023,1,208,3,Expense,18978.52
1939,01-10-2023,2,201,3,Expense,107056.07
1940,01-10-2023,2,202,3,Expense,23853.12
1941,01-10-2023,2,204,3,Expense,66418.45
1942,01-10-2023,2,205,3,Expense,14883.13
1943,01-10-2023,2,207,3,Expense,6549.76
1944,01-10-2023,2,208,3,Expense,19173.13
1945,01-10-2023,3,201,3,Expense,109532.22
1946,01-10-2023,3,202,3,Expense,24384.09
1947,01-10-2023,3,203,3,Expense,34259.09
1948,01-10-2023,3,205,3,Expense,15731.56
1949,01-10-2023,3,206,3,Expense,10581.05
1950,01-10-2023,3,207,3,Expense,6736.12
1951,01-10-2023,3,208,3,Expense,18813.84
1952,01-10-2023,4,201,3,Expense,26196.27
1953,01-10-2023,4,202,3,Expense,5565.78
1954,01-10-2023,4,207,3,Expense,1533.81
1955,01-10-2023,4,208,3,Expense,4612.42
1956,01-10-2023,5,201,3,Expense,22800.7
1957,01-10-2023,5,202,3,Expense,4577.44
1958,01-10-2023,5,207,3,Expense,1536.32
1959,01-10-2023,5,208,3,Expense,4267.98
1960,01-10-2023,6,201,3,Expense,31869.56
1961,01-10-2023,6,202,3,Expense,7298.94
1962,01-10-2023,6,207,3,Expense,2017.79
1963,01-10-2023,6,208,3,Expense,6109.76
1964,01-10-2023,7,201,3,Expense,74550.64
1965,01-10-2023,7,202,3,Expense,17204.03
1966,01-10-2023,7,203,3,Expense,23032.24
1967,01-10-2023,7,206,3,Expense,6830.65
1968,01-10-2023,7,207,3,Expense,4562.23
1969,01-10-2023,1,101,4,Revenue,332921.87
1970,01-10-2023,7,101,4,Revenue,76179.47
1971,01-10-2023,1,102,4,Revenue,157312.2
1972,01-10-2023,7,102,4,Revenue,31003.72
1973,01-10-2023,1,103,4,Revenue,236401.92
1974,01-10-2023,7,103,4,Revenue,51302.77
1975,01-10-2023,1,201,4,Expense,125543.48
1976,01-10-2023,1,202,4,Expense,28642.84
1977,01-10-2023,1,205,4,Expense,19347.52
1978,01-10-2023,1,207,4,Expense,8235.74
1979,01-10-2023,1,208,4,Expense,23069.07
1980,01-10-2023,2,201,4,Expense,133234.58
1981,01-10-2023,2,202,4,Expense,29180.02
1982,01-10-2023,2,204,4,Expense,79208.59
1983,01-10-2023,2,205,4,Expense,18835.67
1984,01-10-2023,2,207,4,Expense,8565.62
1985,01-10-2023,2,208,4,Expense,25787.03
1986,01-10-2023,3,201,4,Expense,139365.23
1987,01-10-2023,3,202,4,Expense,32542.25
1988,01-10-2023,3,203,4,Expense,44015.41
1989,01-10-2023,3,205,4,Expense,19608.61
1990,01-10-2023,3,206,4,Expense,13161.02
1991,01-10-2023,3,207,4,Expense,8901.14
1992,01-10-2023,3,208,4,Expense,26655.69
1993,01-10-2023,4,201,4,Expense,26123.44
1994,01-10-2023,4,202,4,Expense,5938.62
1995,01-10-2023,4,207,4,Expense,1597.14
1996,01-10-2023,4,208,4,Expense,4927.26
1997,01-10-2023,5,201,4,Expense,21589.57
1998,01-10-2023,5,202,4,Expense,4828.45
1999,01-10-2023,5,207,4,Expense,1356.1
2000,01-10-2023,5,208,4,Expense,3972.98
2001,01-10-2023,6,201,4,Expense,30734.41
2002,01-10-2023,6,202,4,Expense,7272.71
2003,01-10-2023,6,207,4,Expense,1931.76
2004,01-10-2023,6,208,4,Expense,5911.27
2005,01-10-2023,7,201,4,Expense,85828.67
2006,01-10-2023,7,202,4,Expense,21688.48
2007,01-10-2023,7,203,4,Expense,29326.41
2008,01-10-2023,7,206,4,Expense,8509.97
2009,01-10-2023,7,207,4,Expense,6019.66
2010,01-10-2023,1,101,5,Revenue,239512.49
2011,01-10-2023,7,101,5,Revenue,48779.52
2012,01-10-2023,1,102,5,Revenue,105059.75
2013,01-10-2023,7,102,5,Revenue,23108.59
2014,01-10-2023,1,103,5,Revenue,156732.37
2015,01-10-2023,7,103,5,Revenue,36364.53
2016,01-10-2023,1,201,5,Expense,86722.38
2017,01-10-2023,1,202,5,Expense,20025.85
2018,01-10-2023,1,205,5,Expense,11847.61
2019,01-10-2023,1,207,5,Expense,5660.3
2020,01-10-2023,1,208,5,Expense,15739.12
2021,01-10-2023,2,201,5,Expense,91418.63
2022,01-10-2023,2,202,5,Expense,21354.33
2023,01-10-2023,2,204,5,Expense,61494.14
2024,01-10-2023,2,205,5,Expense,12736.38
2025,01-10-2023,2,207,5,Expense,5064.3
2026,01-10-2023,2,208,5,Expense,17407.08
2027,01-10-2023,3,201,5,Expense,101841.94
2028,01-10-2023,3,202,5,Expense,23090.27
2029,01-10-2023,3,203,5,Expense,30251.59
2030,01-10-2023,3,205,5,Expense,13724.68
2031,01-10-2023,3,206,5,Expense,9290.56
2032,01-10-2023,3,207,5,Expense,5766.35
2033,01-10-2023,3,208,5,Expense,18342.98
2034,01-10-2023,4,201,5,Expense,25441.71
2035,01-10-2023,4,202,5,Expense,6019.91
2036,01-10-2023,4,207,5,Expense,1748.86
2037,01-10-2023,4,208,5,Expense,4799.17
2038,01-10-2023,5,201,5,Expense,21172.5
2039,01-10-2023,5,202,5,Expense,4999.88
2040,01-10-2023,5,207,5,Expense,1268.41
2041,01-10-2023,5,208,5,Expense,3981.21
2042,01-10-2023,6,201,5,Expense,31070.37
2043,01-10-2023,6,202,5,Expense,7161.65
2044,01-10-2023,6,207,5,Expense,2007.16
2045,01-10-2023,6,208,5,Expense,5788.11
2046,01-10-2023,7,201,5,Expense,67496.74
2047,01-10-2023,7,202,5,Expense,14960.12
2048,01-10-2023,7,203,5,Expense,20392.41
2049,01-10-2023,7,206,5,Expense,6039.73
2050,01-10-2023,7,207,5,Expense,4105.33
2051,01-11-2023,1,101,1,Revenue,390061.96
2052,01-11-2023,7,101,1,Revenue,81562.37
2053,01-11-2023,1,102,1,Revenue,172211.46
2054,01-11-2023,7,102,1,Revenue,38297.43
2055,01-11-2023,1,103,1,Revenue,252880.08
2056,01-11-2023,7,103,1,Revenue,56549.52
2057,01-11-2023,1,201,1,Expense,128602.7
2058,01-11-2023,1,202,1,Expense,31421.86
2059,01-11-2023,1,205,1,Expense,19522.91
2060,01-11-2023,1,207,1,Expense,8344.12
2061,01-11-2023,1,208,1,Expense,25685.45
2062,01-11-2023,2,201,1,Expense,136048.3
2063,01-11-2023,2,202,1,Expense,32174.8
2064,01-11-2023,2,204,1,Expense,100025.3
2065,01-11-2023,2,205,1,Expense,20373.99
2066,01-11-2023,2,207,1,Expense,8438.6
2067,01-11-2023,2,208,1,Expense,23391.43
2068,01-11-2023,3,201,1,Expense,141734.61
2069,01-11-2023,3,202,1,Expense,34878.03
2070,01-11-2023,3,203,1,Expense,46667.19
2071,01-11-2023,3,205,1,Expense,21810.93
2072,01-11-2023,3,206,1,Expense,14167.51
2073,01-11-2023,3,207,1,Expense,9031.92
2074,01-11-2023,3,208,1,Expense,27213.1
2075,01-11-2023,4,201,1,Expense,24321.39
2076,01-11-2023,4,202,1,Expense,5701.99
2077,01-11-2023,4,207,1,Expense,1613.79
2078,01-11-2023,4,208,1,Expense,4952.53
2079,01-11-2023,5,201,1,Expense,21491.95
2080,01-11-2023,5,202,1,Expense,4914.87
2081,01-11-2023,5,207,1,Expense,1365.03
2082,01-11-2023,5,208,1,Expense,4193.48
2083,01-11-2023,6,201,1,Expense,29763.19
2084,01-11-2023,6,202,1,Expense,6643.14
2085,01-11-2023,6,207,1,Expense,1951.07
2086,01-11-2023,6,208,1,Expense,5692.76
2087,01-11-2023,7,201,1,Expense,94930.45
2088,01-11-2023,7,202,1,Expense,22307.35
2089,01-11-2023,7,203,1,Expense,30045.22
2090,01-11-2023,7,206,1,Expense,9713.35
2091,01-11-2023,7,207,1,Expense,6199.99
2092,01-11-2023,1,101,2,Revenue,336062.28
2093,01-11-2023,7,101,2,Revenue,74640.93
2094,01-11-2023,1,102,2,Revenue,148468.16
2095,01-11-2023,7,102,2,Revenue,34872.63
2096,01-11-2023,1,103,2,Revenue,230055.91
2097,01-11-2023,7,103,2,Revenue,51747.96
2098,01-11-2023,1,201,2,Expense,109794.28
2099,01-11-2023,1,202,2,Expense,24913.98
2100,01-11-2023,1,205,2,Expense,17458.06
2101,01-11-2023,1,207,2,Expense,7354.08
2102,01-11-2023,1,208,2,Expense,20950.76
2103,01-11-2023,2,201,2,Expense,115536.05
2104,01-11-2023,2,202,2,Expense,28967.88
2105,01-11-2023,2,204,2,Expense,83703.74
2106,01-11-2023,2,205,2,Expense,18799.07
2107,01-11-2023,2,207,2,Expense,7287.65
2108,01-11-2023,2,208,2,Expense,23259.15
2109,01-11-2023,3,201,2,Expense,123048.52
2110,01-11-2023,3,202,2,Expense,29571.68
2111,01-11-2023,3,203,2,Expense,38518.02
2112,01-11-2023,3,205,2,Expense,18255.35
2113,01-11-2023,3,206,2,Expense,11831.83
2114,01-11-2023,3,207,2,Expense,7559.31
2115,01-11-2023,3,208,2,Expense,24325.08
2116,01-11-2023,4,201,2,Expense,24425.57
2117,01-11-2023,4,202,2,Expense,5722.19
2118,01-11-2023,4,207,2,Expense,1512.36
2119,01-11-2023,4,208,2,Expense,4240.72
2120,01-11-2023,5,201,2,Expense,21447.36
2121,01-11-2023,5,202,2,Expense,5488.01
2122,01-11-2023,5,207,2,Expense,1407.84
2123,01-11-2023,5,208,2,Expense,4091.85
2124,01-11-2023,6,201,2,Expense,31255.34
2125,01-11-2023,6,202,2,Expense,7321.57
2126,01-11-2023,6,207,2,Expense,2038.66
2127,01-11-2023,6,208,2,Expense,5702.31
2128,01-11-2023,7,201,2,Expense,88566.72
2129,01-11-2023,7,202,2,Expense,20196.86
2130,01-11-2023,7,203,2,Expense,27544.18
2131,01-11-2023,7,206,2,Expense,8173.38
2132,01-11-2023,7,207,2,Expense,5359.2
2133,01-11-2023,1,101,3,Revenue,291242.65
2134,01-11-2023,7,101,3,Revenue,63920.68
2135,01-11-2023,1,102,3,Revenue,130360.55
2136,01-11-2023,7,102,3,Revenue,28488.39
2137,01-11-2023,1,103,3,Revenue,198243.93
2138,01-11-2023,7,103,3,Revenue,45501.38
2139,01-11-2023,1,201,3,Expense,93451.59
2140,01-11-2023,1,202,3,Expense,21433.38
2141,01-11-2023,1,205,3,Expense,14585.5
2142,01-11-2023,1,207,3,Expense,6222.64
2143,01-11-2023,1,208,3,Expense,18759.17
2144,01-11-2023,2,201,3,Expense,103601.18
2145,01-11-2023,2,202,3,Expense,23547.87
2146,01-11-2023,2,204,3,Expense,79819.26
2147,01-11-2023,2,205,3,Expense,14151.77
2148,01-11-2023,2,207,3,Expense,6265.25
2149,01-11-2023,2,208,3,Expense,19359.71
2150,01-11-2023,3,201,3,Expense,99850.37
2151,01-11-2023,3,202,3,Expense,24575.9
2152,01-11-2023,3,203,3,Expense,35992.98
2153,01-11-2023,3,205,3,Expense,15763.16
2154,01-11-2023,3,206,3,Expense,10218.43
2155,01-11-2023,3,207,3,Expense,6409.76
2156,01-11-2023,3,208,3,Expense,19750.75
2157,01-11-2023,4,201,3,Expense,24563.24
2158,01-11-2023,4,202,3,Expense,5701.61
2159,01-11-2023,4,207,3,Expense,1655.74
2160,01-11-2023,4,208,3,Expense,4830.4
2161,01-11-2023,5,201,3,Expense,20651.64
2162,01-11-2023,5,202,3,Expense,5054.35
2163,01-11-2023,5,207,3,Expense,1392.2
2164,01-11-2023,5,208,3,Expense,4281.76
2165,01-11-2023,6,201,3,Expense,33584.51
2166,01-11-2023,6,202,3,Expense,7017.98
2167,01-11-2023,6,207,3,Expense,1930.29
2168,01-11-2023,6,208,3,Expense,5683.94
2169,01-11-2023,7,201,3,Expense,71994.7
2170,01-11-2023,7,202,3,Expense,17143.95
2171,01-11-2023,7,203,3,Expense,23856.37
2172,01-11-2023,7,206,3,Expense,6864.08
2173,01-11-2023,7,207,3,Expense,4531.28
2174,01-11-2023,1,101,4,Revenue,366440.75
2175,01-11-2023,7,101,4,Revenue,78240.95
2176,01-11-2023,1,102,4,Revenue,178913.84
2177,01-11-2023,7,102,4,Revenue,35252.81
2178,01-11-2023,1,103,4,Revenue,253939.63
2179,01-11-2023,7,103,4,Revenue,58931.67
2180,01-11-2023,1,201,4,Expense,125671.67
2181,01-11-2023,1,202,4,Expense,28873.83
2182,01-11-2023,1,205,4,Expense,18250.28
2183,01-11-2023,1,207,4,Expense,7877.74
2184,01-11-2023,1,208,4,Expense,25112.23
2185,01-11-2023,2,201,4,Expense,119501
2186,01-11-2023,2,202,4,Expense,32222.2
2187,01-11-2023,2,204,4,Expense,90772.48
2188,01-11-2023,2,205,4,Expense,19113.93
2189,01-11-2023,2,207,4,Expense,8137.83
2190,01-11-2023,2,208,4,Expense,25424.79
2191,01-11-2023,3,201,4,Expense,127832.75
2192,01-11-2023,3,202,4,Expense,32209.65
2193,01-11-2023,3,203,4,Expense,46616.93
2194,01-11-2023,3,205,4,Expense,19027.64
2195,01-11-2023,3,206,4,Expense,13035.67
2196,01-11-2023,3,207,4,Expense,8396.62
2197,01-11-2023,3,208,4,Expense,26315.79
2198,01-11-2023,4,201,4,Expense,24956.6
2199,01-11-2023,4,202,4,Expense,5626.82
2200,01-11-2023,4,207,4,Expense,1605.74
2201,01-11-2023,4,208,4,Expense,5066.02
2202,01-11-2023,5,201,4,Expense,21447.46
2203,01-11-2023,5,202,4,Expense,5149.1
2204,01-11-2023,5,207,4,Expense,1294.39
2205,01-11-2023,5,208,4,Expense,3938.34
2206,01-11-2023,6,201,4,Expense,32184.39
2207,01-11-2023,6,202,4,Expense,7749.25
2208,01-11-2023,6,207,4,Expense,2023.38
2209,01-11-2023,6,208,4,Expense,5910.05
2210,01-11-2023,7,201,4,Expense,92859.87
2211,01-11-2023,7,202,4,Expense,20429.4
2212,01-11-2023,7,203,4,Expense,30034.1
2213,01-11-2023,7,206,4,Expense,9107.99
2214,01-11-2023,7,207,4,Expense,5758.94
2215,01-11-2023,1,101,5,Revenue,250181.66
2216,01-11-2023,7,101,5,Revenue,56272.5
2217,01-11-2023,1,102,5,Revenue,115585.54
2218,01-11-2023,7,102,5,Revenue,25715.28
2219,01-11-2023,1,103,5,Revenue,186746.37
2220,01-11-2023,7,103,5,Revenue,38363.18
2221,01-11-2023,1,201,5,Expense,86147.24
2222,01-11-2023,1,202,5,Expense,19715.75
2223,01-11-2023,1,205,5,Expense,13263.41
2224,01-11-2023,1,207,5,Expense,5479.99
2225,01-11-2023,1,208,5,Expense,16129.86
2226,01-11-2023,2,201,5,Expense,96020.12
2227,01-11-2023,2,202,5,Expense,22319.28
2228,01-11-2023,2,204,5,Expense,65351.83
2229,01-11-2023,2,205,5,Expense,12436.55
2230,01-11-2023,2,207,5,Expense,5992.13
2231,01-11-2023,2,208,5,Expense,16806.78
2232,01-11-2023,3,201,5,Expense,98004.38
2233,01-11-2023,3,202,5,Expense,20266.31
2234,01-11-2023,3,203,5,Expense,31071.12
2235,01-11-2023,3,205,5,Expense,13321.74
2236,01-11-2023,3,206,5,Expense,9263.08
2237,01-11-2023,3,207,5,Expense,6003.43
2238,01-11-2023,3,208,5,Expense,17313.16
2239,01-11-2023,4,201,5,Expense,24531.48
2240,01-11-2023,4,202,5,Expense,5933.54
2241,01-11-2023,4,207,5,Expense,1581.67
2242,01-11-2023,4,208,5,Expense,4835.45
2243,01-11-2023,5,201,5,Expense,23321.13
2244,01-11-2023,5,202,5,Expense,4691.84
2245,01-11-2023,5,207,5,Expense,1453.3
2246,01-11-2023,5,208,5,Expense,4112.09
2247,01-11-2023,6,201,5,Expense,30451.89
2248,01-11-2023,6,202,5,Expense,6925.75
2249,01-11-2023,6,207,5,Expense,1979.91
2250,01-11-2023,6,208,5,Expense,6205.64
2251,01-11-2023,7,201,5,Expense,64270.41
2252,01-11-2023,7,202,5,Expense,15864.28
2253,01-11-2023,7,203,5,Expense,19215.84
2254,01-11-2023,7,206,5,Expense,6117.04
2255,01-11-2023,7,207,5,Expense,3875.61
2256,01-12-2023,1,101,1,Revenue,410024.67
2257,01-12-2023,7,101,1,Revenue,91606.16
2258,01-12-2023,1,102,1,Revenue,184837
2259,01-12-2023,7,102,1,Revenue,37966.44
2260,01-12-2023,1,103,1,Revenue,282475.94
2261,01-12-2023,7,103,1,Revenue,62585.4
2262,01-12-2023,1,201,1,Expense,133220.12
2263,01-12-2023,1,202,1,Expense,31860.73
2264,01-12-2023,1,205,1,Expense,18492.29
2265,01-12-2023,1,207,1,Expense,8505.29
2266,01-12-2023,1,208,1,Expense,26024.88
2267,01-12-2023,2,201,1,Expense,127067.57
2268,01-12-2023,2,202,1,Expense,32085.06
2269,01-12-2023,2,204,1,Expense,92065.09
2270,01-12-2023,2,205,1,Expense,20094.26
2271,01-12-2023,2,207,1,Expense,8760.16
2272,01-12-2023,2,208,1,Expense,25414.84
2273,01-12-2023,3,201,1,Expense,138648.46
2274,01-12-2023,3,202,1,Expense,33045.08
2275,01-12-2023,3,203,1,Expense,43042.96
2276,01-12-2023,3,205,1,Expense,20087.91
2277,01-12-2023,3,206,1,Expense,13866.86
2278,01-12-2023,3,207,1,Expense,8586.43
2279,01-12-2023,3,208,1,Expense,27719.62
2280,01-12-2023,4,201,1,Expense,25398.93
2281,01-12-2023,4,202,1,Expense,5376.34
2282,01-12-2023,4,207,1,Expense,1532.31
2283,01-12-2023,4,208,1,Expense,4950.69
2284,01-12-2023,5,201,1,Expense,20764.28
2285,01-12-2023,5,202,1,Expense,4912.03
2286,01-12-2023,5,207,1,Expense,1390.23
2287,01-12-2023,5,208,1,Expense,4223.32
2288,01-12-2023,6,201,1,Expense,31269.68
2289,01-12-2023,6,202,1,Expense,7140.17
2290,01-12-2023,6,207,1,Expense,2108.51
2291,01-12-2023,6,208,1,Expense,6401.29
2292,01-12-2023,7,201,1,Expense,100694.05
2293,01-12-2023,7,202,1,Expense,22516.58
2294,01-12-2023,7,203,1,Expense,29610.68
2295,01-12-2023,7,206,1,Expense,8875.06
2296,01-12-2023,7,207,1,Expense,6247.91
2297,01-12-2023,1,101,2,Revenue,359354.69
2298,01-12-2023,7,101,2,Revenue,81361.02
2299,01-12-2023,1,102,2,Revenue,166996.31
2300,01-12-2023,7,102,2,Revenue,34411.05
2301,01-12-2023,1,103,2,Revenue,253453.91
2302,01-12-2023,7,103,2,Revenue,52435.52
2303,01-12-2023,1,201,2,Expense,112950.65
2304,01-12-2023,1,202,2,Expense,26830.86
2305,01-12-2023,1,205,2,Expense,18254.47
2306,01-12-2023,1,207,2,Expense,8146.25
2307,01-12-2023,1,208,2,Expense,22262.49
2308,01-12-2023,2,201,2,Expense,118822.85
2309,01-12-2023,2,202,2,Expense,28312.66
2310,01-12-2023,2,204,2,Expense,85134.14
2311,01-12-2023,2,205,2,Expense,17413.74
2312,01-12-2023,2,207,2,Expense,8102.87
2313,01-12-2023,2,208,2,Expense,22888.72
2314,01-12-2023,3,201,2,Expense,127169.99
2315,01-12-2023,3,202,2,Expense,29644.14
2316,01-12-2023,3,203,2,Expense,40039
2317,01-12-2023,3,205,2,Expense,18991.62
2318,01-12-2023,3,206,2,Expense,11520.85
2319,01-12-2023,3,207,2,Expense,7699.13
2320,01-12-2023,3,208,2,Expense,22585.35
2321,01-12-2023,4,201,2,Expense,25375.9
2322,01-12-2023,4,202,2,Expense,5954.93
2323,01-12-2023,4,207,2,Expense,1603.84
2324,01-12-2023,4,208,2,Expense,5041.48
2325,01-12-2023,5,201,2,Expense,21607.66
2326,01-12-2023,5,202,2,Expense,5138.88
2327,01-12-2023,5,207,2,Expense,1305.39
2328,01-12-2023,5,208,2,Expense,4031.59
2329,01-12-2023,6,201,2,Expense,32466.31
2330,01-12-2023,6,202,2,Expense,7563.45
2331,01-12-2023,6,207,2,Expense,1971.54
2332,01-12-2023,6,208,2,Expense,5967.86
2333,01-12-2023,7,201,2,Expense,79639.63
2334,01-12-2023,7,202,2,Expense,19354.59
2335,01-12-2023,7,203,2,Expense,27728.6
2336,01-12-2023,7,206,2,Expense,8217.31
2337,01-12-2023,7,207,2,Expense,5462.24
2338,01-12-2023,1,101,3,Revenue,304654.23
2339,01-12-2023,7,101,3,Revenue,66938.18
2340,01-12-2023,1,102,3,Revenue,137618.73
2341,01-12-2023,7,102,3,Revenue,31535.56
2342,01-12-2023,1,103,3,Revenue,213259.71
2343,01-12-2023,7,103,3,Revenue,47015.89
2344,01-12-2023,1,201,3,Expense,96256.1
2345,01-12-2023,1,202,3,Expense,20808.74
2346,01-12-2023,1,205,3,Expense,15125.91
2347,01-12-2023,1,207,3,Expense,6091.06
2348,01-12-2023,1,208,3,Expense,17987.06
2349,01-12-2023,2,201,3,Expense,105446.04
2350,01-12-2023,2,202,3,Expense,23387.43
2351,01-12-2023,2,204,3,Expense,73457.75
2352,01-12-2023,2,205,3,Expense,15493.17
2353,01-12-2023,2,207,3,Expense,6657.18
2354,01-12-2023,2,208,3,Expense,18377.83
2355,01-12-2023,3,201,3,Expense,112056.06
2356,01-12-2023,3,202,3,Expense,25008.64
2357,01-12-2023,3,203,3,Expense,33251.48
2358,01-12-2023,3,205,3,Expense,15840.33
2359,01-12-2023,3,206,3,Expense,9405.62
2360,01-12-2023,3,207,3,Expense,6860.34
2361,01-12-2023,3,208,3,Expense,19416.21
2362,01-12-2023,4,201,3,Expense,23588.21
2363,01-12-2023,4,202,3,Expense,5423.34
2364,01-12-2023,4,207,3,Expense,1645.1
2365,01-12-2023,4,208,3,Expense,4606.07
2366,01-12-2023,5,201,3,Expense,22938.41
2367,01-12-2023,5,202,3,Expense,4897.73
2368,01-12-2023,5,207,3,Expense,1271.78
2369,01-12-2023,5,208,3,Expense,3912.11
2370,01-12-2023,6,201,3,Expense,33148.95
2371,01-12-2023,6,202,3,Expense,7269.38
2372,01-12-2023,6,207,3,Expense,1951.25
2373,01-12-2023,6,208,3,Expense,6023.31
2374,01-12-2023,7,201,3,Expense,74133.68
2375,01-12-2023,7,202,3,Expense,17582.23
2376,01-12-2023,7,203,3,Expense,24279.72
2377,01-12-2023,7,206,3,Expense,6785.92
2378,01-12-2023,7,207,3,Expense,4346.54
2379,01-12-2023,1,101,4,Revenue,383878.58
2380,01-12-2023,7,101,4,Revenue,86181.73
2381,01-12-2023,1,102,4,Revenue,174213.05
2382,01-12-2023,7,102,4,Revenue,38334.7
2383,01-12-2023,1,103,4,Revenue,271875.4
2384,01-12-2023,7,103,4,Revenue,59115.59
2385,01-12-2023,1,201,4,Expense,125802.32
2386,01-12-2023,1,202,4,Expense,28212.26
2387,01-12-2023,1,205,4,Expense,18344.37
2388,01-12-2023,1,207,4,Expense,7641.65
2389,01-12-2023,1,208,4,Expense,24652.65
2390,01-12-2023,2,201,4,Expense,136528.85
2391,01-12-2023,2,202,4,Expense,28117.99
2392,01-12-2023,2,204,4,Expense,86697.09
2393,01-12-2023,2,205,4,Expense,18163.48
2394,01-12-2023,2,207,4,Expense,8064.71
2395,01-12-2023,2,208,4,Expense,24757.1
2396,01-12-2023,3,201,4,Expense,128643.81
